provider,eth
​0x50C4B18022d6e3D9f6835012cfcA780bF97714Ee,44.49
​0x4560a9F2FD9253eb7017258c5a347Bcc21dD795B,5.01
​0x73FA9Df99faaa8D110c5AFd917355ebA0f993362,2.22
Other,0.24
