provider,eth
​0x3E863564f49c7c2BF1c9Aa0FB65b55DB48590317,33.08
​0xB04a6DB13942b6d4416AbeC5A8327866375c17a4,20.53
​0x9777dAaBf322d38af7A49A66dC55F3086127baeA,10.52
​0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,3.11
​0x3955192aC5ba00F9ec028Aea240d8177F48c70dC,0.98
​0x08204aB398De6A93ec680E3F8d653475D8Cb0E1f,0.78
​0xF0029d6E49F2Ea682BB54044a622749b9b63635c,0.70
Other,0.70
