provider,eth
​0x3A44Eb3F751ec2F737F9f9b0b11b5984e8f3D712,28.89
​0xA87A4eef4e6b7fCC6F2282F4C04F805aaeBC7B7d,18.97
​0x7F8919fde017c5FF8408E4dEf990bC81F20d3CA4,8.35
​0x4A8918f1Dc799610d45D13ba7D98d1870A537484,1.11
​0x405e3eE526aDcecF16ffc43a54b59758dFba6C6e,1.04
Other,0.92
