provider,eth
​0xCeb45Efb3102eEEa355A78abf54213E4a9aca610,16.44
​0x7C0D1B2f35c40a7A35407c739eFA11235C022C92,1.44
​0x988Fb729fCA5eA4380aD03ba7E2Ad49788578327,0.81
​0x1b0f60631b292a1627d96FFbb2A18febB9dFA6E9,0.40
​0x60f456E205f7cAD1946d8B75EEB163c158F688Ae,0.40
Other,0.29
