provider,eth
​0x4a6f6B9fF1fc974096f9063a45Fd12bD5B928AD1,6.44
​0x000000f15851d0875e878a83451163999bF5dA51,5.15
​0xB790fe182CE3de2bb444A77afd565B6318a62E97,4.99
​0x00000000000080C886232E9b7EBBFb942B5987AA,3.46
​0x9B5592C034dff5241d36821EDC8378753c98094E,0.75
Other,0.05
