provider,eth
​0xd73d9Eb9930ca73Faaf4E4b577CC6320055A6131,2.39
​0xa2cE5B0bbE4b089FD89415849b8B4a454D2B5Ce1,2.39
​0xcebB010dbdE565C3b61950eF634A58d48C16C6A6,0.78
​0xE653659b4EECFE41B5AFeBbb2E55F3BD82032B37,0.40
​0x4Ef7f46b3aaD6DEfd77e6C2662B987f21F72D283,0.24
Other,0.11
