provider,eth
​0x2130FD01026867A6c8DdE24ad5E64F2e2DFce196,8.15
​0x7D77e6Fe8cd921e4A89ad735A3A722b1f84dc32b,6.11
​0xfA5073140A1C8A1728716E78CCfA2dA514045D3C,0.34
​0xf08f1bdFBA4358Ba7738f2F2b09738a13cCDf04C,0.30
​0x440ba0D649D2FC64b34BeCf8B211595780c9feFe,0.19
Other,0.06
