provider,eth
​0x076C95c6cd2eb823aCC6347FdF5B3dd9b83511E4,2.36
​0x24BA6f0905Ffb8CA3009dfb57CA403e4a9D86291,0.57
​0x0006e4548AED4502ec8c844567840Ce6eF1013f5,0.50
​0x9e68B67660c223B3E0634D851F5DF821E0E17D84,0.06
Other,0.02
