provider,eth
​0xe64484B36EeB499BE0B8Cc485bf63eE1A9377941,11.38
​0x022A29002492572d5Ef7F3886A41Ba21F717908e,8.76
​0x4FE0a72046Cbf17E485a051aBa57C33D382575BD,1.75
Other,0.00
