provider,eth
​0xe80d06389Ef23312389F173A7B6f66a12543640e,78.23
​0x88Aa1cbc781bc4418edce1db9EdEBf354d74410a,16.82
​0xbAFC7F135CB236Eb11Bf4C86fe36244F5c06246f,6.05
​0xbCe9749e1e3d6C99Fe01E091542d7B18cC2A6c16,2.72
​0xbB36cE3567cCb9Dce107CC380AF102D960DaA378,2.65
​0x890dbC463f22c164C192ED0e3acCdd99c5494F4f,1.98
​0xDA2f48259a6daaB5A3eacdC3d6FF570478ceaEeb,1.54
Other,0.50
