provider,eth
​0xD387A6E4e84a6C86bd90C158C6028A58CC8Ac459,12.87
​0x82B1F29C5608238DF2618F996827933c0d844079,0.77
​0x92fAB452E2F14C7730f79031906E06326c916946,0.31
Other,0.12
