provider,eth
​0x6bEb01615Bf62D382F68DaBd7b32b8D0e0990E1C,18.98
​0x5e1DDd11CcfA137A7b91c103F36C88a3E43F4AB1,17.58
​0xEeDa149aafE05C7949caBd637b8B35bA39F310E4,8.38
​0xcA5287d4D31f04C1b62a2e5FFCA793B1920aBEF8,1.71
​0xC95BE28595EB64485daC63aD14F15e41c94ee468,0.93
​0x08A992b12eBFEc26068801F4a9aB019b731cD265,0.89
Other,0.23
