provider,eth
​0xe76AC62eD966B8584505aF47fee125cda1Fd03c6,0.85
​0x34caA93e617F2e22c15476A6369D15f4334803f5,0.38
​0x9784bc0b01EFbab48b5c918f52f57Cc14DCE642c,0.16
Other,0.01
