provider,eth
​0x7B2e78D4dFaABA045A167a70dA285E30E8FcA196,7.68
​0xE8Ef67a6677ba943c33b6C926598072e919b0B6D,5.02
​0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,2.98
​0x7378f663B0b9cdEBA77bdF7f92047410B0b8d7eA,0.28
Other,0.02
