provider,eth
​0x95101FAD356E4583336182A473a07D14119460E0,49.72
​0x03110D2D49797F2e4059b9592dBF9FEB45Ff26c6,2.07
​0xEfd0199657B444856e3259ED8e3c39EE43cf51Dc,1.34
​0x394E55dfe76aC7B83861ceD2E26c988Aa6B867E0,1.00
​0x2459d93923CC940E3AA1935Ead83eF8011534BB1,0.98
​0x6B0158BE8C7D8bC440709f8cc399FCcE464B49c5,0.91
Other,0.46
