provider,eth
​0xA5FDF743e39E8Bda8e76216C9BBEd57f899dE77c,30.56
​0x1a2F2405Ba4D5f3c68c413D136AD81617DBacF58,22.74
​0x78C9126309909F71F7E674C3376a9E34cbbBC949,2.64
​0x88aAF4a728e14748cea5e9A3cA1306Ac567ba472,1.30
​0x15bbcF76110505D3BE5a9EB10c63F57F66D20c40,0.65
​0x9C9403D08357704030F444ce4AFeB2D93dfd62Ef,0.59
Other,0.76
