provider,eth
​0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,12.73
​0x6557D92D629E0bD8003b8E12c83835ff3CDB9D6B,10.17
​0x267c3Ca6e21d037D9B311796bd7c5D7B9ddb1AF0,2.81
Other,0.27
