provider,eth
​0xf521Bb7437bEc77b0B15286dC3f49A87b9946773,9.72
​0x6b357E2CbAE33cfB53aE9c136829d98DEF4A9561,9.72
​0x792Ed6Df601e4e8863302e7Ef908711F15CB7feD,1.19
​0x1E3934EA7E416F4E2BC5F7d55aE9783da0061475,0.49
​0x445ba6F9f553872Fa9cDC14F5c0639365b39C140,0.38
Other,0.04
