provider,eth
​0xB6f689F3ae30444ab3f35a9e8E4eBC6507D3BdAF,35.05
​0x9e2B38c9EF8fF91F2C73Ab0475bCe66b14A4B31f,8.70
​0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,3.15
​0x752aaB407594be29c9798d9443F0452339a97FF0,0.85
Other,0.01
