provider,eth
​0xF60595B5Bb6fa8135C0Feef89543521FF38Ba83E,128.34
​0x188f8C0cE481F2Df4C70247a0ff11f05157d7d2E,69.48
​0x05E11dE553a95955151d9815Ef96Ad0cd8dAF6de,25.21
Other,1.95
