provider,eth
​0x07746B518d5E8E2F0a534e6cB092178984799Be1,36.19
​0xd91ca561D7D7E4de0c3849E5785732Ce0229B3c7,1.14
​0x9C9403D08357704030F444ce4AFeB2D93dfd62Ef,0.83
Other,0.40
