provider,eth
​0x4F50d47D20380172746527bbeAa274940C38EFAC,3.85
​0xC6F6c89F7f297b5230D2fD028Ac06f0677c1857b,2.45
​0x1d6776F6CFB5804724c71d98009ACFc3ec564EC8,0.19
Other,0.04
