provider,eth
​0xD779bB0F68F54f7521aA5b35dD88352771843764,112.89
​0xf6B6F07862A02C85628B3A9688beae07fEA9C863,12.19
​0x40325d6186d1DcC2ba1c7aE0DE8cb55fB2a8945f,2.36
​0x4a8B9E2C2940fdd39aceb384654dc59aCB58C337,2.33
​0xF23D10C4a34eCD11600FA640b72C66a19587D4ab,2.33
​0xa572215Ba9d59Acb1dC6D3bb372125DE51868abd,2.02
​0x20E13e46090bb00e1D5C233241F45c26B47cd866,1.96
Other,8.11
