provider,eth
​0xD3AA1fE5D12C62eea28b768AE27C1f53B0B79181,38.17
​0x0DdF6d8d6a082eD2714C16baE48394F00BF78F6E,4.09
​0xc9E7A40b20e2B10B3619109a74e9E6EF17C31299,3.78
​0x31eA41b97E0F939f778B152226A01A7329844db7,1.52
Other,0.15
