provider,eth
​0x7C00c9F0E7AeD440c0C730a9bD9Ee4F49de20D5C,6.99
​0xcfB586d08633fC36953be8083B63a7d96D50265B,0.47
​0x959112b5a6261447080a8BfA78e9505576B9F85e,0.41
​0x5e1DDd11CcfA137A7b91c103F36C88a3E43F4AB1,0.36
​0xE5350D96FC3161BF5c385843ec5ee24E8B465B2f,0.31
​0x63cf785624153D52Def0B56C5BCA61f554798c0d,0.27
​0x6d661d032809d52e42786ef9a0aE0948Db89E38a,0.25
​0x2Ca64dAb5239aB57533d977B8dec5E33D8347266,0.20
​0x45f1E5D98b7C338cd7CdcbceCc47DDEf193674b1,0.11
Other,0.20
