provider,eth
​0x6BAa6E8d3E29cB7ef2F78701E29a5CbE53cF9EF7,6.90
​0x0F2437fF38E032596F2226873038230dcb22C485,5.08
​0xD84BC467a6642B11C3df7001BF94485c742844a1,3.04
​0x51B553a31Cf3027f9F5a212027Ac1717B21782B6,3.04
​0xE68b292eD3e3a92f7D58BE6C3F2d51E2584AEE3b,0.85
Other,0.40
