provider,eth
​0x9eEC0B5Bd8A48047f0Dcc61E98B4b92951480F98,0.61
​0x5893b294A6a4cC220C009Ad81607DcA59650D57C,0.60
​0x9f7064DfE6CA5856B3aFd7A3B3974686A35bDaB5,0.44
​0x2071EE7e947Ea0D6bf1eab41605F8271808D9325,0.28
​0x1C5EB68630cCd90C3152FB9Dee3a1C2A7201631D,0.17
​0x85c0c09570C955F6e07522E9ad6041716CbBb7fE,0.09
​0x4caC902dE30F930F1B01C3A96FB5b3Ea061e2577,0.04
Other,0.02
