provider,eth
​0x122e96298b6D7746bFA8A91D82b0c531Fc11C3d6,90.54
​0xaB6AFA507adFac8A2c22C85716CB74156c897D4B,39.81
​0xCf8fcb37b7E4Af7E2F79A6ff813B4d899Ae70bDc,21.55
​0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,16.67
​0x7De082e63E040fB3CAD81bf729F40ba762E87F0b,2.64
Other,2.61
