provider,eth
​0x304ACcE87b3Dd9B5019d32fa53866060e5032325,0.86
​0x153ecCD559eB1f34F5CA856d4a8eeE6f0F0C2431,0.59
​0xf777f981f5e5F4c6A95BeA1D8FF012C6e3CeF92b,0.10
​0x7Fb29881b83161F347DcaA0BD21A69c5Fd4AD431,0.02
Other,0.01
