provider,eth
​0x3d1df1A816577A62Db61281f673C4f43aE063490,285.06
​0x145b8D0FE270b7BC4C362ECfA12E5F97E6788c48,10.16
​0x92b19a44c81Db4390CAF8FB28c495acEC8D3cB90,7.39
​0x1125917201ed36700F86c3CecEC8C5DAfAe280D1,5.84
Other,4.27
