provider,bnt
​0x019c199F89b8A374e87b70597bbCA748ac084587,157983.81
​0x02d6FF4516a81b4F425A7063Df670b33F4C62918,10267.32
​0x80FDc30D21A672EeF723b809Ed4ba7c91728D421,6072.26
​0x1b37a61DA1BA9Df7C8B8D2730c1D3A6CAf2a6F80,4815.26
​0x011caed210C8CC9603Dc43f94b864f2B49a377cE,3267.88
​0x93a0Ad0BdF6194d66e29FB3e5A16314989dA319e,3246.24
​0xE711519FC035C52bFCDFE691E10cA35AF2b99e48,2862.10
Other,1290.83
