provider,bnt
​0x8B9240421C4F0789bA95028Ad188A99E321653D6,28.81
​0x96DA6DEdB695Fc770b3147D9ABD3D3a41D9c88B5,2.56
​0x23BF07F387c643c01DA2d14e75313DB134fD5540,0.64
​0xFb7F64F053F0aD3A1a3f8e618D84FFB56AA33E58,0.64
​0x66D7D56D6Ac8b911A3fB203c9cbaD9Eb23181f30,0.64
​0x83489aA1B641Ef75E2514197a00006D2b9a4965a,0.64
​0xC7D620C3E6DC0d54E93abe17f39e955152680dCd,0.64
​0x99cAD887B9535C3a5B22D7be2B9D2C92158C08DC,0.64
