provider,bnt
​0x16A2e8a8F8fD98145E6f028F056449314B5D2f69,10003.19
​0x4D37f28D2db99e8d35A6C725a5f1749A085850a3,476.20
​0x544845005e42fE00a3C0E9735EEEC25Aa068b428,475.13
​0xf66cdB456dA006a56B393F08FceC377c6C1af28a,121.96
Other,44.89
