provider,bnt
​0x3DF3F016945090E7ff9a36469f961a2E714d4Be6,5.10
​0x6cD5Cf02B1f7089813a3309102Ce902bc58AA317,3.37
​0x5f7a009664B771E889751f4FD721aDc439033ECD,0.48
​0x07df7775902C31c24eDDAC2c462B30Cf988d7e19,0.32
