provider,bnt
​0xFE95E04A628087FCdD5f278E61F148B47471Af4A,53978.50
​0xdfeE8DC240c6CadC2c7f7f9c257c259914dEa84E,53978.50
​0xf5FAB5DBD2f3bf675dE4cB76517d4767013cfB55,13786.67
Other,49.72
