provider,bnt
​0xC4221c0339479a36Ccc7A4d6E279353b18E40165,200.28
​0x0951FF0835302929d6c0162b3d2495A85e38ec3A,114.80
​0x04aAd3bC4780bfD16465B6F6944468a101Be70c8,15.67
​0xCDA9A32A9162398a024e4F6e13db4dae1EB2731f,10.64
​0x6cD5Cf02B1f7089813a3309102Ce902bc58AA317,5.63
Other,0.80
