provider,bnt
​0x5C5Df979E25B8F341B584b0D62db039E0e81Cc9B,176.38
​0x239A0a64Ed64d96a1a5261F42719fc64C27f02e3,74.43
​0x3DF3F016945090E7ff9a36469f961a2E714d4Be6,59.68
​0x04aAd3bC4780bfD16465B6F6944468a101Be70c8,13.01
Other,2.82
