provider,bnt
​0x683A60cA5A3297fc9bf03591Bb1B4E589cF2d3fd,61.14
​0xf4fe583746ed02284bdB7545bEbE65ACb18abABD,19.16
​0xDF2cbD8991106D77B7a4F785538C3A6a494006b7,5.91
