provider,bnt
​0x79E7cCb8E7a61AD4781C98864C40e380bb10dd26,65457.93
​0x5bC124b3F28C301F497D3d44eB5c3225651143cb,5083.05
​0xa73BCAF34cf97c860a60EDf84d73611F8A4F03Da,3897.05
Other,172.11
