provider,bnt
​0x959230f83421Cb0daf876Ceae89d61175B7a924A,8.87
​0xb3B107b44BB18c647B6c698b2E2B115C38394FB5,0.98
​0x272D9FaaaF77884a8a09215683E7a669a8065413,0.82
​0x0406cEA530C056E74D87a4833aFFd77A3368A4Fb,0.53
